lon,lat,ibge
-3.551219,-40.654948,-1.0
-3.622982,-40.904245,-1.0
-3.676707,-41.068124,-1.0
-3.750494,-41.1383,-1.0
-5.250781,-38.493223,-1.0
-5.271872,-38.722183,-1.0
-4.491304,-38.595413,-1.0
-5.102935,-38.360732,-1.0
-3.527769,-39.073298,-1.0
-3.565615,-39.083392,-1.0
-5.484301,-38.398111,-1.0
-5.432342,-38.488332,-1.0
-5.400928,-38.570052,-1.0
-3.431338,-39.036496,-1.0
-3.672129,-39.117814,-1.0
-3.827764,-39.265557,-1.0
-3.947899,-39.43207,-1.0
-3.535801,-38.944404,-1.0
-3.550862,-38.913955,-1.0
-3.552958,-38.887416,-1.0
-3.567544,-38.826488,-1.0
-3.215562,-39.301244,-1.0
-4.816931,-38.823266,-1.0
-4.964371,-38.99764,-1.0
-4.973549,-38.996716,-1.0
-4.996624,-39.032729,-1.0
-5.587471,-39.373068,-1.0
-5.718322,-39.595532,-1.0
-5.615005,-38.761889,-1.0
-5.115217,-38.364982,-1.0
-3.603946,-38.972067,-1.0
-3.607941,-38.967822,-1.0
-3.669941,-38.977298,-1.0
-4.979671,-38.990687,-1.0
-5.448446,-38.468751,-1.0
-3.641788,-38.819839,-1.0
-3.621636,-38.850665,-1.0
-3.597606,-38.89877,-1.0
-3.492056,-39.137664,-1.0
-3.490949,-39.139206,-1.0
-3.489476,-39.139954,-1.0
-3.465073,-39.159225,-1.0
-3.464902,-39.160137,-1.0
-3.464905,-39.16035,-1.0
-3.464974,-39.160658,-1.0
-3.465171,-39.161462,-1.0
-3.442965,-39.294748,-1.0
-3.374341,-39.294047,-1.0
-3.372989,-39.294156,-1.0
-3.372524,-39.294549,-1.0
-3.372104,-39.295785,-1.0
-3.354686,-39.354592,-1.0
-3.695583,-38.631344,-1.0
-3.69463,-38.632318,-1.0
-3.683191,-38.657308,-1.0
-4.299545,-38.501824,-1.0
-4.791732,-38.058311,-1.0
-5.394113,-38.231413,-1.0
-5.888895,-38.618544,-1.0
-6.405277,-38.84556,-1.0
-6.647446,-38.823184,-1.0
-6.647615,-38.823116,-1.0
-6.809029,-38.755344,-1.0
-7.005199,-38.752279,-1.0
-7.177426,-38.781498,-1.0
-7.302121,-38.893671,-1.0
-7.49025,-38.984076,-1.0
-7.492954,-38.984291,-1.0
-3.550382,-38.814248,-1.0
-3.698095,-38.870074,-1.0
-3.351089,-39.138889,-1.0
-3.437685,-39.148267,-1.0
-3.438088,-39.148309,-1.0
-3.439839,-39.148564,-1.0
-3.440354,-39.149614,-1.0
-3.490996,-39.139956,-1.0
-3.491628,-39.139998,-1.0
-3.517402,-39.146152,-1.0
-3.233577,-39.308383,-1.0
-3.273791,-39.266667,-1.0
-3.152302,-39.442029,-1.0
-3.000437,-39.69704,-1.0
-3.711336,-38.824309,-1.0
-6.394757,-38.528068,-1.0
-3.223576,-39.270184,-1.0
-3.239354,-39.232909,-1.0
-3.223586,-39.270083,-1.0
-7.855878,-39.088177,-1.0
-5.521923,-38.271896,-1.0
-7.286014,-40.456154,-1.0
-7.367972,-40.397004,-1.0
-6.191331,-38.50322,-1.0
-6.045709,-38.461135,-1.0
-3.494988,-39.578214,-1.0
-3.684865,-39.584922,-1.0
-3.678165,-39.348806,-1.0
-3.749799,-39.784735,-1.0
-7.114262,-38.668135,-1.0
-7.092109,-38.723924,-1.0
-6.394289,-39.435387,-1.0
-3.580157,-39.999171,-1.0
-4.992478,-39.980182,-1.0
-4.13531,-38.751967,-1.0
-4.053071,-39.451489,-1.0
-4.529069,-39.62225,-1.0
-4.414547,-40.909504,-1.0
-3.558408,-40.557591,-1.0
-3.969415,-41.233091,-1.0
-5.199182,-39.285726,-1.0
-3.468292,-40.785307,-1.0
-3.465645,-40.680947,-1.0
-3.475567,-40.831635,-1.0
-3.983471,-38.520569,-1.0
-4.564232,-38.920933,-1.0
-4.648356,-38.950176,-1.0
-4.860347,-39.052846,-1.0
-4.968569,-39.016263,-1.0
-4.969937,-39.016238,-1.0
-5.86626,-39.556962,-1.0
-6.086406,-39.461725,-1.0
-6.730553,-38.72121,-1.0
-6.789503,-38.718092,-1.0
-7.311172,-38.778985,-1.0
-7.381531,-38.788758,-1.0
-7.390064,-38.775792,-1.0
-7.389372,-38.775993,-1.0
-6.243235,-38.914124,-1.0
-6.245013,-38.914596,-1.0
-6.409743,-38.949782,-1.0
-6.414066,-39.03733,-1.0
-6.571841,-39.050441,-1.0
-5.803671,-39.417184,-1.0
-5.806384,-39.419404,-1.0
-4.64869,-39.676377,-1.0
-5.090199,-38.36067,-1.0
-5.076932,-38.384303,-1.0
-4.977383,-38.637975,-1.0
-6.133197,-39.878044,-1.0
-6.406096,-38.862723,-1.0
-6.644344,-38.700354,-1.0
-6.943866,-38.963602,-1.0
-7.540322,-38.651974,-1.0
-4.844883,-39.138602,-1.0
-6.242646,-38.915421,-1.0
-4.980606,-39.063553,-1.0
-4.653392,-38.942824,-1.0
-6.679013,-38.884843,-1.0
-4.879812,-37.447325,-1.0
-4.650974,-37.476995,-1.0
-4.649562,-37.47444,-1.0
-3.811853,-38.574878,-1.0
-3.987521,-38.613877,-1.0
-3.888967,-38.677318,-1.0
-3.97502,-38.707616,-1.0
-4.147625,-38.84622,-1.0
-4.695429,-38.402439,-1.0
-5.10782,-38.373373,-1.0
-3.504039,-38.913167,-1.0
-3.750433,-38.95282,-1.0
-3.989466,-39.579035,-1.0
-2.85964,-40.696812,-1.0
-2.852437,-40.590434,-1.0
-4.090185,-41.125716,-1.0
-3.228327,-40.128462,-1.0
-5.588903,-38.005301,-1.0
-3.264485,-41.130758,-1.0
-2.89364,-41.272075,-1.0
-5.92413,-39.267757,-1.0
-2.89064,-40.85199,-1.0
-2.882759,-40.872705,-1.0
-2.874599,-40.890181,-1.0
-2.901573,-40.93819,-1.0
-2.827133,-40.284762,-1.0
-2.824311,-40.409404,-1.0
-2.822348,-40.410211,-1.0
-2.823261,-40.230408,-1.0
-2.830076,-40.279968,-1.0
-2.824677,-40.271228,-1.0
-2.903877,-40.850198,-1.0
-2.904012,-40.850294,-1.0
-3.130068,-40.834835,-1.0
-3.215571,-40.86512,-1.0
-3.21604,-40.865161,-1.0
-3.216172,-40.865076,-1.0
-3.216131,-40.864788,-1.0
-3.215507,-40.864688,-1.0
-3.215416,-40.865018,-1.0
-3.132807,-40.816434,-1.0
-3.132672,-40.81645,-1.0
-3.132491,-40.816732,-1.0
-3.132494,-40.816812,-1.0
-3.712249,-40.343504,-1.0
-3.712533,-40.342874,-1.0
-3.696026,-40.381478,-1.0
-3.129919,-40.835013,-1.0
-3.69393,-40.379253,-1.0
-3.62492,-41.086035,-1.0
-3.348183,-41.268427,-1.0
-3.045069,-41.128598,-1.0
-2.973197,-39.88983,-1.0
-2.972623,-39.890366,-1.0
-2.973369,-39.890019,-1.0
-2.972846,-39.890561,-1.0
-3.372715,-39.294821,-1.0
-3.373274,-39.29435,-1.0
-3.411259,-39.032898,-1.0
-3.465372,-39.160664,-1.0
-3.465348,-39.160092,-1.0
-3.83663,-40.666071,-1.0
-3.786106,-40.618771,-1.0
-3.989458,-39.579029,-1.0
-4.36652,-40.468013,-1.0
-7.492995,-38.758519,-1.0
-7.54482,-38.839459,-1.0
-2.877613,-40.95224,-1.0
-4.224994,-38.70437,-1.0
-3.784919,-38.43996,-1.0
-5.223601,-37.786256,-1.0
-3.810973,-40.876948,-1.0
-3.759607,-40.816824,-1.0
-6.209722,-40.695848,-1.0
-6.199169,-40.696459,-1.0
-6.02068,-40.89529,-1.0
-5.845661,-40.703703,-1.0
-7.07513,-40.3723,-1.0
-6.534255,-39.500545,-1.0
-6.871347,-39.37499,-1.0
-7.829098,-39.075233,2.310605e6
-7.536294,-39.119081,-1.0
-7.53505,-39.117491,2.311108e6
-3.570285,-39.970098,2.308377e6
-5.917584,-39.268416,-1.0
-5.91511,-39.26776,2.304269e6
-7.001193,-39.742059,-1.0
-7.002016,-39.739522,2.300606e6
-4.790884,-40.062067,2.308609e6
-6.211308,-40.696964,2.310308e6
-6.323999,-40.160874,2.301505e6
-6.005931,-40.287984,2.313302e6
-6.131995,-39.878794,2.3036e6
-6.095282,-39.455096,2.300309e6
-6.252837,-39.201147,2.311355e6
-6.363175,-39.298836,2.305506e6
-6.406533,-38.862865,2.305407e6
-6.244584,-38.915323,2.309508e6
-5.887669,-38.622001,2.3069e6
-6.04577,-38.460587,2.310803e6
-6.032083,-38.349888,2.304277e6
-7.074671,-40.374875,2.302701e6
-7.212641,-40.136301,2.301307e6
-7.091563,-40.027132,2.311207e6
-7.186464,-39.736904,2.312106e6
-7.093229,-39.679121,2.309201e6
-6.875008,-39.873956,2.301604e6
-6.572926,-40.123478,2.300408e6
-6.775896,-39.988298,2.300804e6
-6.927998,-39.572867,2.304301e6
-6.540421,-39.906002,2.3119e6
-6.540852,-39.906199,-1.0
-6.682785,-39.759159,2.313252e6
-6.522128,-39.525368,2.307403e6
-6.53591,-39.498506,2.303303e6
-6.889747,-39.217803,2.304806e6
-6.886928,-39.221443,-1.0
-6.791638,-39.297067,2.314003e6
-6.75336,-38.964505,2.307502e6
-6.78959,-38.718039,2.305704e6
-6.728771,-38.7166,2.301802e6
-6.730552,-38.721092,-1.0
-6.64446,-38.700313,2.313708e6
-6.64439,-38.700319,-1.0
-7.285806,-40.45755,2.311959e6
-7.231485,-39.411081,2.304202e6
-7.206637,-39.317003,2.307304e6
-7.310608,-39.30387,2.301901e6
-7.249623,-39.145454,2.308401e6
-7.359914,-39.048046,2.300101e6
-7.357689,-39.046795,-1.0
-7.314485,-38.944177,2.308302e6
-7.389183,-38.775551,2.308104e6
-7.687207,-39.006158,2.307205e6
-7.584823,-39.281363,2.307106e6
-7.041524,-39.28445,2.303204e6
-7.177656,-38.779781,2.302008e6
-6.943066,-38.96809,2.301703e6
-6.943533,-38.965752,-1.0
-7.492983,-38.98435,2.302503e6
-6.608905,-39.062978,2.303808e6
-3.03729,-41.242121,2.303907e6
-3.019523,-41.137193,2.302057e6
-2.897132,-40.844835,2.302602e6
-2.898867,-40.45164,2.307254e6
-2.922522,-40.174685,2.304251e6
-2.884629,-40.119599,2.3002e6
-2.922072,-39.91409,2.306553e6
-3.119632,-40.828873,2.304707e6
-3.22329,-40.695678,2.307908e6
-3.316464,-40.560001,2.313906e6
-3.05586,-40.169531,2.302305e6
-3.122583,-40.148886,2.307809e6
-3.229221,-40.126072,2.308906e6
-3.459816,-40.210584,2.312007e6
-3.35306,-40.464369,2.312809e6
-3.363313,-39.828237,2.300754e6
-3.36422,-39.826997,-1.0
-3.494598,-39.579176,2.306405e6
-3.27414,-39.267408,2.3135e6
-3.438346,-39.147029,2.310258e6
-3.41606,-39.028726,2.310209e6
-3.410572,-39.030191,-1.0
-3.564912,-41.091944,2.314102e6
-3.760006,-40.816612,2.304509e6
-3.855523,-40.920916,2.313609e6
-3.922758,-40.890214,2.305308e6
-3.908776,-40.746664,2.309003e6
-3.980225,-40.698228,2.309904e6
-3.466648,-40.681174,2.308807e6
-3.55121,-40.654975,2.304004e6
-3.728739,-40.991646,2.313401e6
-3.58687,-40.545498,2.300507e6
-3.53851,-40.457964,2.308203e6
-3.523793,-40.342055,2.308005e6
-3.687347,-40.353478,2.312908e6
-3.949766,-40.475125,2.303105e6
-3.915029,-40.383761,2.304905e6
-3.799542,-40.262343,2.30435e6
-3.747459,-39.784671,2.306108e6
-3.685645,-39.585575,2.306306e6
-3.625541,-39.507656,2.313807e6
-3.599136,-39.435889,2.313559e6
-3.989251,-39.578801,2.313351e6
-3.947708,-39.432025,2.300903e6
-3.792623,-39.273155,2.310704e6
-3.677042,-39.348938,2.313757e6
-3.672554,-39.240801,2.312601e6
-3.607826,-38.968514,2.312403e6
-3.734139,-38.656237,2.303709e6
-3.894499,-38.68794,2.3077e6
-3.877454,-38.625546,2.30765e6
-3.984265,-38.619524,2.309706e6
-3.971723,-38.528499,2.306256e6
-3.904052,-38.388478,2.301e6
-3.903819,-38.389629,-1.0
-3.861096,-38.470313,2.304285e6
-4.165432,-40.941996,2.303402e6
-4.416054,-40.908688,2.304236e6
-4.325572,-40.711232,2.305803e6
-4.163304,-40.750353,2.305001e6
-4.046531,-40.865684,2.312304e6
-4.142258,-40.582162,2.311702e6
-4.191662,-40.478348,2.313955e6
-4.244461,-40.646497,2.310951e6
-4.245585,-40.640334,-1.0
-4.408197,-40.402957,2.305209e6
-4.33184,-40.155967,2.312205e6
-4.052453,-39.451661,2.304608e6
-4.09709,-39.238828,2.310407e6
-4.232219,-39.193693,2.303006e6
-4.359109,-39.314646,2.3028e6
-4.418855,-39.045946,2.301406e6
-4.468039,-38.900143,2.302909e6
-4.305286,-38.995775,2.309102e6
-4.261897,-38.932633,2.3051e6
-4.225564,-38.922382,2.309805e6
-4.332326,-38.879579,2.302107e6
-4.371751,-38.810094,2.301208e6
-4.491252,-38.596056,2.309458e6
-4.286364,-38.641821,2.30195e6
-4.224408,-38.730332,2.311603e6
-4.224137,-38.704987,2.30015e6
-4.147718,-38.846194,2.3101e6
-4.040814,-38.636357,2.304954e6
-4.173393,-38.465252,2.309607e6
-4.025999,-38.306531,2.310852e6
-4.1301,-38.237343,2.303501e6
-4.179924,-38.129566,2.302206e6
-4.450958,-37.797455,2.304459e6
-4.567012,-37.771122,2.301109e6
-4.743232,-40.925563,2.311009e6
-4.752648,-40.832959,2.301257e6
-4.704628,-40.567027,2.3093e6
-4.90072,-40.759674,2.305654e6
-4.542378,-40.719219,2.305902e6
-4.833163,-40.32126,2.313203e6
-4.649513,-40.200804,2.303659e6
-4.52909,-39.622232,2.306603e6
-4.850797,-39.572936,2.307635e6
-4.563772,-38.922807,2.306504e6
-4.819539,-38.821028,2.305266e6
-4.975547,-38.637366,2.305332e6
-4.746817,-37.961296,2.310001e6
-4.939922,-37.973823,2.311801e6
-4.837459,-37.781994,2.307007e6
-4.678055,-37.82259,2.306207e6
-4.712237,-37.355744,2.305357e6
-5.175672,-40.671215,2.304103e6
-5.394973,-40.310924,2.305605e6
-5.125073,-39.731142,2.302404e6
-5.454316,-39.715569,2.310506e6
-5.30614,-38.920248,2.301851e6
-5.191993,-39.293421,2.311405e6
-5.107007,-38.372722,2.308708e6
-5.270229,-38.272736,2.312502e6
-5.269275,-38.271809,-1.0
-5.245696,-38.130922,2.313104e6
-5.144226,-38.09598,2.307601e6
-5.071089,-37.989324,2.311504e6
-5.074371,-37.991496,-1.0
-5.535664,-40.774757,2.309409e6
-5.845548,-40.703622,2.311264e6
-5.745149,-39.629378,2.3085e6
-5.807642,-39.417214,2.310902e6
-5.73121,-39.007755,2.313005e6
-5.675568,-39.194767,2.308351e6
-5.587476,-39.373125,2.3127e6
-5.611989,-38.766544,2.306702e6
-5.457797,-38.465822,2.306801e6
-5.44851,-38.468683,-1.0
-5.723225,-38.156051,2.311231e6
-5.723624,-38.159031,-1.0
-5.810738,-38.303031,2.306009e6
-5.521156,-38.274404,2.300705e6
-4.845119,-39.139211,2.303931e6
-4.967716,-39.014413,2.311306e6
-3.736194,-38.486695,2.3044e6
-3.746688,-38.480065,-1.0
-4.096972,-38.495411,2.305233e6
-4.300245,-38.498215,2.303956e6
-4.046507,-40.753342,2.304657e6
