ncm, scnp
30039017,21001
30039019,21001
30039021,21001
30039022,21001
30039023,21001
30039029,21001
30039031,21001
30039032,21001
30039033,21001
30039034,21001
30039035,21001
30039036,21001
30039037,21001
30039038,21001
30039039,21001
30039041,21001
30039042,21001
30039043,21001
30039044,21001
30039046,21001
30039047,21001
30039048,21001
30039049,21001
30039051,21001
30039052,21001
30039053,21001
30039054,21001
30039055,21001
30039056,21001
30039057,21001
30039058,21001
30039059,21001
30039061,21001
30039062,21001
30039063,21001
30039064,21001
30039065,21001
30039066,21001
30039067,21001
30039069,21001
30039071,21001
30039072,21001
30039073,21001
30039074,21001
30039075,21001
30039076,21001
30039077,21001
30039078,21001
30039079,21001
30039081,21001
30039082,21001
30039083,21001
30039084,21001
30039085,21001
30039086,21001
30039087,21001
30039088,21001
30039089,21001
30039091,21001
30039092,21001
30039093,21001
30039094,21001
30039095,21001
30039096,21001
30039099,21001
30041011,21001
30041012,21001
30041013,21001
30041014,21001
30041015,21001
30041019,21001
30041020,21001
30042011,21001
30042019,21001
30042021,21001
30042029,21001
30042031,21001
30042032,21001
30042039,21001
30042041,21001
30042049,21001
30042051,21001
30042052,21001
30042059,21001
30042061,21001
30042062,21001
30042063,21001
30042069,21001
30042071,21001
30042072,21001
30042073,21001
30042079,21001
30042091,21001
30042092,21001
30042093,21001
30042094,21001
30042095,21001
30042099,21001
30043100,21001
30043200,21001
30043210,21001
30043220,21001
30043290,21001
30043911,21001
30043912,21001
30043913,21001
30043914,21001
30043915,21001
30043916,21001
30043917,21001
30043918,21001
30043919,21001
30043921,21001
30043922,21001
30043923,21001
30043924,21001
30043925,21001
30043926,21001
30043927,21001
30043928,21001
30043929,21001
30043931,21001
30043932,21001
30043933,21001
30043934,21001
30043935,21001
30043936,21001
30043937,21001
30043939,21001
30043981,21001
30043982,21001
30043991,21001
30043992,21001
30043993,21001
30043994,21001
30043999,21001
30044010,21001
30044020,21001
30044030,21001
30044040,21001
30044050,21001
30044090,21001
30045010,21001
30045020,21001
30045030,21001
30045040,21001
30045050,21001
30045060,21001
30045090,21001
30049011,21001
30049012,21001
30049013,21001
30049019,21001
30049021,21001
30049022,21001
30049023,21001
30049024,21001
30049025,21001
30049026,21001
30049027,21001
30049028,21001
30049029,21001
30049031,21001
30049032,21001
30049033,21001
30049034,21001
30049035,21001
30049036,21001
30049037,21001
30049038,21001
30049039,21001
30049041,21001
30049042,21001
30049043,21001
30049044,21001
30049045,21001
30049046,21001
30049047,21001
30049048,21001
30049049,21001
30049051,21001
30049052,21001
30049053,21001
30049054,21001
30049055,21001
30049057,21001
30049058,21001
30049059,21001
30049061,21001
30049062,21001
30049063,21001
30049064,21001
30049065,21001
30049066,21001
30049067,21001
30049068,21001
30049069,21001
30049071,21001
30049072,21001
30049073,21001
30049074,21001
30049075,21001
30049076,21001
30049077,21001
30049078,21001
30049079,21001
30049091,21001
30049092,21001
30049093,21001
30049094,21001
30049095,21001
30049096,21001
30049099,21001
30051010,21001
30051020,21001
30051030,21001
30051040,21001
30051050,21001
30051090,21001
30059011,21001
30059012,21001
30059019,21001
30059020,31802
30059090,31802
30061010,31802
30061020,31802
30061090,31802
30062000,21001
30063011,21001
30063012,21001
30063013,21001
30063015,21001
30063016,21001
30063017,21001
30063018,21001
30063019,21001
30063021,21001
30063029,21001
30064011,31802
30064012,31802
30064020,31802
30065000,21001
30066000,21001
30067000,31802
30069110,22002
30069190,22002
30069200,36801
31010000,20912
31021010,20911
31021090,20911
31022100,20911
31022910,20911
31022990,20911
31023000,20911
31024000,20911
31025011,20911
31025019,20911
31025090,20911
31026000,20911
31028000,20911
31029000,20912
31031010,20911
31031020,20911
31031030,20911
31039011,20912
31039019,20912
31039090,20912
31042010,20911
31042090,20911
31043010,20911
31043090,20911
31049010,20912
31049090,20912
31051000,20912
31052000,20912
31053010,20911
31053090,20911
31054000,20911
31055100,20912
31055900,20912
31056000,20912
31059011,20912
31059019,20912
31059090,20912
32011000,20913
32012000,20913
32019011,20913
32019012,20913
32019019,20913
32019020,20913
32019090,20913
32021000,20913
32029011,20911
32029012,20911
32029013,20911
32029019,20911
32029021,20911
32029029,20911
32029030,20911
32030011,20913
32030012,20913
32030013,20913
32030019,20913
32030021,20913
32030029,20913
32030030,20913
32041100,20913
32041210,20913
32041220,20913
32041300,20913
32041400,20913
32041510,20913
32041520,20913
32041530,20913
32041590,20913
32041600,20913
32041700,20913
32041911,20913
32041912,20922
32041913,20922
32041919,20913
32041920,20913
32041930,20913
32041990,20913
32042011,20913
32042019,20913
32042090,20913
32049000,20913
32050000,20913
32061111,20911
32061119,20911
32061120,20911
32061130,20911
32061910,20911
32061990,20911
32062000,20911
32064100,20911
32064210,20911
32064290,20911
32064910,20911
32064920,20911
32064990,20911
32065011,20911
32065019,20911
32065021,20911
32065029,20911
32071010,20923
32071090,20923
32072010,20923
32072091,20923
32072099,20923
32073000,20923
32074010,20923
32074090,20923
32081010,20923
32081020,20923
32081030,20923
32082011,20923
32082019,20923
32082020,20923
32082030,20923
32089010,20923
32089021,20923
32089029,20923
32089031,20923
32089039,20923
32091010,20923
32091020,20923
32099011,20923
32099019,20923
32099020,20923
32100010,20923
32100020,20923
32100030,20923
32110000,20923
32121000,20923
32129010,20923
32129090,20923
32131000,20922
32139000,20922
32141010,20923
32141020,20923
32149000,20923
32151100,20923
32151900,20923
32159000,20922
33011210,20922
33011290,20922
33011300,20922
33011910,20922
33011990,20922
33012400,20922
33012510,20922
33012520,20922
33012590,20922
33012911,20922
33012912,20922
33012913,20922
33012914,20922
33012915,20922
33012916,20922
33012917,20922
33012918,20922
33012919,20922
33012921,20922
33012922,20922
33012990,20922
33013000,20922
33019010,20922
33019020,20922
33019030,20922
33019040,20922
33021000,20922
33029011,20922
33029019,20922
33029090,20922
33030010,20931
33030020,20931
33041000,20931
33042010,20931
33042090,20931
33043000,20931
33049100,20931
33049910,20931
33049990,20931
33051000,20931
33052000,20931
33053000,20931
33059000,20931
33061000,20931
33062000,20931
33069000,20931
33071000,20931
33072010,20931
33072090,20931
33073000,20931
33074100,20931
33074900,20931
33079000,20931
34011110,20931
34011190,20931
34011900,20931
34012010,20931
34012090,20931
34013000,20931
34021110,20931
34021120,20931
34021130,20931
34021140,20931
34021190,20931
34021210,20931
34021290,20931
34021300,20931
34021900,20931
34022000,20931
34029011,20913
34029019,20913
34029021,20913
34029022,20913
34029023,20913
34029029,20913
34029031,20931
34029039,20931
34029090,20931
34031110,20922
34031120,20922
34031190,20922
34031900,20922
34039110,20922
34039120,20922
34039190,20922
34039900,20922
34042010,20931
34042020,20931
34049011,20913
34049012,20913
34049013,20931
34049014,20931
34049019,20931
34049021,20931
34049029,20931
34051000,20931
34052000,20931
34053000,20931
34054000,20931
34059000,20931
34060000,31802
34070010,20922
34070020,31802
34070090,31802
35011000,10916
35019011,20922
35019019,20922
35019020,20922
35021100,10937
35021900,10937
35022000,20913
35029010,20913
35029090,20913
35030011,20913
35030012,20913
35030019,20913
35030090,20922
35040011,20922
35040019,20922
35040020,20922
35040030,20922
35040090,20922
35051000,10935
35052000,20922
35061010,20922
35061090,20922
35069110,20922
35069120,20922
35069190,20922
35069900,20922
35071000,20913
35079011,21001
35079019,20913
35079021,20913
35079022,20913
35079023,20913
35079024,20913
35079025,20913
35079026,20922
35079029,20913
35079031,20913
35079032,20913
35079039,20913
35079041,20913
35079042,20913
35079049,20913
36010000,20922
36020000,20922
36030000,20922
36041000,20922
36049010,20922
36049090,20922
36050000,20922
36061000,31802
36069000,31802
37011010,20922
37011021,20922
37011029,20922
37012010,20922
37012020,20922
37013010,20922
37013021,20922
37013022,20922
37013029,20922
37013031,20922
37013039,20922
37013040,20922
37013050,20922
37013090,20922
37019100,20922
37019900,20922
37021010,20922
37021020,20922
37023100,20922
37023200,20922
37023900,20922
37024100,20922
37024210,20922
37024290,20922
37024310,20922
37024320,20922
37024390,20922
37024410,20922
37024421,20922
37024422,20922
37024429,20922
37025110,20922
37025190,20922
37025200,20922
37025300,20922
37025411,20922
37025412,20922
37025419,20922
37025491,20922
37025499,20922
37025510,20922
37025590,20922
37025600,20922
37029100,20922
37029300,20922
37029400,20922
37029500,20922
37029600,20922
37029700,20922
37029800,20922
37031010,20922
37031021,20922
37031029,20922
37032000,20922
37039010,20922
37039090,20922
37040000,20922
37051000,20922
37059010,20922
37059090,20922
37061000,20922
37069000,20922
37071000,20922
37079010,20922
37079021,20922
37079029,20922
37079030,20922
37079090,20922
38011000,23003
38012010,23003
38012090,23003
38013010,23003
38013090,23003
38019000,23003
38021000,20913
38029010,20911
38029020,20911
38029030,20911
38029040,20911
38029050,20911
38029090,20911
38030000,20913
38030010,20913
38030090,20913
38040011,20913
38040012,20913
38040020,20913
38051000,20913
38059010,20913
38059090,20913
38061000,20913
38062000,20913
38063000,20913
38069011,20913
38069012,20913
38069019,20913
38069090,20913
38070000,20913
38085010,20921
38085021,20921
38085029,20921
38089111,20921
38089119,20921
38089120,20921
38089191,20921
38089192,20921
38089193,20921
38089194,20921
38089195,20921
38089196,20921
38089197,20921
38089198,20921
38089199,20921
38089211,20921
38089219,20921
38089220,20921
38089291,20921
38089292,20921
38089293,20921
38089294,20921
38089295,20921
38089296,20921
38089297,20921
38089299,20921
38089311,20921
38089319,20921
38089321,20921
38089322,20921
38089323,20921
38089324,20921
38089325,20921
38089326,20921
38089327,20921
38089328,20921
38089329,20921
38089331,20921
38089332,20921
38089333,20921
38089341,20921
38089349,20921
38089351,20921
38089352,20921
38089359,20921
38089411,20931
38089419,20931
38089421,20931
38089422,20931
38089429,20931
38089911,20921
38089919,20921
38089920,20921
38089991,20921
38089992,20921
38089993,20921
38089994,20921
38089995,20921
38089996,20921
38089999,20921
38091010,20922
38091090,20922
38099110,20922
38099120,20922
38099130,20922
38099141,20922
38099149,20922
38099190,20922
38099211,20922
38099219,20922
38099290,20922
38099311,20922
38099319,20922
38099390,20922
38101010,20922
38101020,20922
38109000,20922
38111100,20922
38111900,20922
38112110,20922
38112120,20922
38112130,20922
38112140,20922
38112150,20922
38112190,20922
38112910,20922
38112920,20922
38112990,20922
38119010,20922
38119090,20922
38121000,20922
38122000,20922
38123011,20922
38123012,20922
38123013,20922
38123019,20922
38123021,20922
38123029,20922
38130010,20922
38130020,20922
38130030,20922
38130040,20922
38130090,20922
38140010,20923
38140020,20923
38140030,20923
38140090,20923
38151100,20922
38151200,20922
38151210,20922
38151220,20922
38151290,20922
38151900,20922
38159010,20922
38159091,20922
38159092,20922
38159099,20922
38160011,23003
38160012,23003
38160019,23003
38160021,23003
38160029,23003
38160090,23003
38170010,20913
38170020,20913
38180010,20922
38180090,20922
38190000,20922
38200000,20922
38210000,20922
38220000,20922
38220010,20922
38220090,20922
38231100,20913
38231200,20913
38231300,20913
38231900,20913
38237010,20913
38237020,20913
38237030,20913
38237090,20913
38241000,20922
38243000,20922
38244000,20922
38245000,23002
38246000,20922
38247110,20922
38247190,20922
38247200,20922
38247300,20922
38247410,20922
38247420,20922
38247490,20922
38247500,20922
38247600,20922
38247700,20922
38247810,20922
38247890,20922
38247900,20922
38248110,20922
38248190,20922
38248200,20922
38248300,20922
38249011,20922
38249012,20922
38249013,20922
38249014,20922
38249015,20922
38249019,20922
38249021,20922
38249022,20922
38249023,20922
38249024,20922
38249025,20922
38249029,19921
38249031,20922
38249032,20922
38249033,20922
38249034,20922
38249035,20922
38249036,20922
38249039,20922
38249041,20922
38249042,20922
38249043,20922
38249049,20922
38249051,20922
38249052,20922
38249053,20913
38249054,20922
38249059,20922
38249071,20922
38249072,20922
38249073,20922
38249074,20922
38249075,20922
38249076,20922
38249077,20922
38249078,20922
38249079,20912
38249081,20922
38249082,20922
38249083,20922
38249085,20922
38249086,20921
38249087,20922
38249088,20922
38249089,20922
38251000,36801
38252000,36801
38253000,36801
38254100,20922
38254900,20922
38255000,20922
38256100,20922
38256900,20922
38259000,36801
38260000,19921
39011010,20914
39011091,20914
39011092,20914
39012011,20914
39012019,20914
39012021,20914
39012029,20914
39013010,20914
39013090,20914
39019010,20914
39019020,20914
39019030,20914
39019040,20914
39019050,20914
39019090,20914
39021010,20914
39021020,20914
39022000,20914
39023000,20914
39029000,20914
39031110,20914
39031120,20914
39031900,20914
39032000,20914
39033010,20914
39033020,20914
39039010,20914
39039020,20914
39039090,20914
39041010,20914
39041020,20914
39041090,20914
39042100,20914
39042200,20914
39043000,20914
39044010,20914
39044090,20914
39045010,20914
39045090,20914
39046110,20914
39046190,20914
39046910,20914
39046990,20914
39049000,20914
39051200,20914
39051910,20914
39051990,20914
39052100,20914
39052900,20914
39053000,20914
39059130,20914
39059190,20914
39059910,20914
39059920,20914
39059930,20914
39059990,20914
39061000,20914
39069011,20914
39069012,20914
39069019,20914
39069021,20914
39069022,20914
39069029,20914
39069031,20914
39069032,20914
39069039,20914
39069041,20914
39069042,20914
39069043,20914
39069044,20914
39069045,20914
39069046,20914
39069047,20914
39069049,20914
39071010,20914
39071019,20914
39071020,20914
39071031,20914
39071039,20914
39071041,20914
39071042,20914
39071049,20914
39071091,20914
39071099,20914
39072011,20914
39072012,20914
39072020,20914
39072031,20913
39072039,20914
39072041,20914
39072042,20914
39072049,20914
39072090,20914
39073011,20914
39073019,20914
39073021,20914
39073022,20914
39073029,20914
39074010,20914
39074090,20914
39075010,20914
39075090,20914
39076000,20914
39077000,20914
39079100,20914
39079911,20914
39079912,20914
39079919,20914
39079991,20914
39079992,20914
39079999,20914
39081011,20914
39081012,20914
39081013,20914
39081014,20914
39081019,20914
39081021,20914
39081022,20914
39081023,20914
39081024,20914
39081029,20914
39089010,20914
39089020,20914
39089090,20914
39091000,20914
39092011,20914
39092019,20914
39092021,20914
39092029,20914
39093010,20914
39093020,20914
39094011,20914
39094019,20914
39094091,20914
39094099,20914
39095011,20914
39095012,20914
39095019,20914
39095021,20914
39095029,20914
39100011,20914
39100012,20914
39100013,20914
39100019,20914
39100020,20914
39100021,20914
39100029,20914
39100030,20914
39100090,20914
39111010,20914
39111021,20914
39111029,20914
39119011,20914
39119012,20914
39119013,20914
39119014,20914
39119019,20914
39119021,20914
39119022,20914
39119023,20914
39119024,20914
39119025,20914
39119026,20914
39119027,20914
39119029,20914
39121110,20913
39121120,20913
39121200,20913
39122010,20913
39122021,20913
39122029,20913
39123111,20913
39123119,20913
39123121,20913
39123129,20913
39123910,20913
39123920,20913
39123930,20913
39123990,20913
39129010,20913
39129020,20913
39129031,20913
39129039,20913
39129040,20913
39129090,20913
39131000,20913
39139011,20914
39139012,20914
39139019,20914
39139020,20914
39139030,20914
39139040,20914
39139050,20914
39139060,20914
39139090,20914
39140011,20914
39140019,20914
39140090,20914
39151000,22002
39152000,22002
39153000,22002
39159000,22002
39161000,22002
39162000,22002
39169010,22002
39169090,22002
39171010,22002
39171021,22002
39171029,22002
39172100,22002
39172200,22002
39172300,22002
39172900,22002
39173100,22002
39173210,22002
39173221,22002
39173229,22002
39173230,22002
39173240,22002
39173251,22002
39173259,22002
39173290,22002
39173300,22002
39173900,22002
39174010,22002
39174090,22002
39181000,22002
39189000,22002
39191000,22002
39191010,22002
39191020,22002
39191090,22002
39199000,22002
39199010,22002
39199020,22002
39199090,22002
39201010,22002
39201091,22002
39201099,22002
39202011,22002
39202012,22002
39202019,22002
39202090,22002
39203000,22002
39204310,22002
39204390,22002
39204900,22002
39205100,22002
39205900,22002
39206100,22002
39206211,22002
39206219,22002
39206291,22002
39206299,22002
39206300,22002
39206900,22002
39207100,22002
39207310,22002
39207390,22002
39207910,22002
39207990,22002
39209100,22002
39209200,22002
39209300,22002
39209400,22002
39209910,22002
39209920,22002
39209930,22002
39209940,22002
39209950,22002
39209990,22002
39211100,22002
39211200,22002
39211310,22002
39211390,22002
39211400,22002
39211900,22002
39219011,22002
39219012,22002
39219019,22002
39219020,22002
39219090,22002
39221000,22002
39222000,22002
39229000,22002
39231010,22002
39231090,22002
39232110,22002
39232190,22002
39232910,22002
39232990,22002
39233000,22002
39234000,22002
39235000,22002
39239000,22002
39241000,22002
39249000,22002
39251000,22002
39252000,22002
39253000,22002
39259000,22002
39259010,22002
39259090,22002
39261000,22002
39262000,14001
39263000,22002
39264000,22002
39269010,22002
39269021,22002
39269022,22002
39269030,22002
39269040,22002
39269050,22002
39269061,22002
39269069,22002
39269090,22002
40011000,02801
40012100,02801
40012200,02801
40012910,02801
40012920,02801
40012990,02801
40013000,02801
40021110,20914
40021120,20914
40021911,20914
40021912,20914
40021919,20914
40021920,20914
40022010,20914
40022090,20914
40023100,20914
40023900,20914
40024100,20914
40024900,20914
40025100,20914
40025900,20914
40026000,20914
40027000,20914
40028000,20914
40029100,20914
40029910,20914
40029920,20914
40029930,20914
40029990,20914
40030000,22001
40040000,22001
40051010,22001
40051090,22001
40052000,22001
40059110,22001
40059190,22001
40059910,22001
40059990,22001
40061000,22001
40069000,22001
40070000,22001
40070011,22001
40070019,22001
40070020,22001
40081100,22001
40081900,22001
40082100,22001
40082900,22001
40091000,22001
40091100,22001
40091210,22001
40091290,22001
40092110,22001
40092190,22001
40092210,22001
40092290,22001
40093100,22001
40093210,22001
40093290,22001
40094100,22001
40094210,22001
40094290,22001
40095090,22001
40101100,22001
40101200,22001
40101900,22001
40103100,22001
40103200,22001
40103300,22001
40103400,22001
40103500,22001
40103600,22001
40103900,22001
40111000,22001
40112010,22001
40112090,22001
40113000,22001
40114000,22001
40115000,22001
40116100,22001
40116200,22001
40116310,22001
40116320,22001
40116390,22001
40116910,22001
40116990,22001
40119210,22001
40119290,22001
40119300,22001
40119410,22001
40119420,22001
40119490,22001
40119910,22001
40119990,22001
40121000,22001
40121100,22001
40121200,22001
40121300,22001
40121900,22001
40122000,36801
40129010,22001
40129090,22001
40131010,22001
40131090,22001
40132000,22001
40139000,22001
40141000,22001
40149010,22001
40149090,22001
40151100,31802
40151900,31802
40159000,31802
40161010,22001
40161090,22001
40169100,22001
40169200,31802
40169300,22001
40169400,22001
40169510,31802
40169590,22001
40169910,22001
40169990,22001
40170000,22001
41012000,10911
41012010,10911
41012020,10911
41012030,10911
41015010,10911
41015020,10911
41015030,10911
41019010,10911
41019020,10911
41019030,10911
41021000,10911
41022100,10911
41022900,10911
41032000,10911
41033000,10911
41039000,10911
41041111,15001
41041112,15001
41041113,15001
41041114,15001
41041119,15001
41041121,15001
41041122,15001
41041123,15001
41041124,15001
41041129,15001
41041910,15001
41041920,15001
41041930,15001
41041940,15001
41041990,15001
41044110,15001
41044120,15001
41044130,15001
41044190,15001
41044910,15001
41044920,15001
41044990,15001
41051010,15001
41051021,15001
41051029,15001
41051090,15001
41053000,15001
41062110,15001
41062121,15001
41062129,15001
41062190,15001
41062200,15001
41063110,15001
41063190,15001
41063200,15001
41064000,15001
41069100,15001
41069200,15001
41071110,15001
41071120,15001
41071190,15001
41071210,15001
41071220,15001
41071290,15001
41071910,15001
41071920,15001
41071990,15001
41079110,15001
41079190,15001
41079210,15001
41079290,15001
41079910,15001
41079990,15001
41120000,15001
41131010,15001
41131090,15001
41132000,15001
41133000,15001
41139000,15001
41141000,15001
41142010,15001
41142020,15001
41151000,15001
41152000,15001
42010010,15001
42010090,15001
42021100,15001
42021210,15001
42021220,15001
42021900,15001
42022100,15001
42022210,15001
42022220,15001
42022900,15001
42023100,15001
42023200,15001
42023900,15001
42029100,15001
42029200,15001
42029900,15001
42031000,14001
42032100,31802
42032900,14001
42033000,14001
42034000,14001
42040090,15001
42050000,15001
42060000,31802
42061000,31802
42069000,31802
43011000,14001
43013000,14001
43016000,14001
43018000,14001
43019000,14001
43021100,14001
43021910,14001
43021990,14001
43022000,14001
43023000,14001
43031000,14001
43039000,14001
43040000,14001
44011000,02801
44012100,16001
44012200,16001
44013000,16001
44013100,16001
44013900,16001
44021000,02801
44029000,02801
44031000,02801
44032000,02801
44034100,02801
44034900,02801
44039100,02801
44039200,02801
44039900,02801
44041000,16001
44042000,16001
44050000,16001
44061000,16001
44069000,16001
44071000,16001
44072100,16001
44072200,16001
44072490,16001
44072500,16001
44072600,16001
44072700,16001
44072800,16001
44072910,16001
44072920,16001
44072930,16001
44072940,16001
44072990,16001
44079100,16001
44079200,16001
44079300,16001
44079400,16001
44079500,16001
44079910,16001
44079920,16001
44079930,16001
44079940,16001
44079950,16001
44079960,16001
44079970,16001
44079990,16001
44081010,16001
44081091,16001
44081099,16001
44083110,16001
44083190,16001
44083910,16001
44083991,16001
44083992,16001
44083999,16001
44089010,16001
44089090,16001
44091000,16001
44092000,16001
44092100,16001
44092900,16001
44101110,16001
44101120,16001
44101121,16001
44101129,16001
44101190,16001
44101210,16001
44101290,16001
44101911,16001
44101919,16001
44101991,16001
44101992,16001
44101999,16001
44109000,16001
44111210,16001
44111290,16001
44111310,16001
44111390,16001
44111391,16001
44111399,16001
44111410,16001
44111490,16001
44119210,16001
44119290,16001
44119310,16001
44119390,16001
44119410,16001
44119490,16001
44121000,16001
44123100,16001
44123200,16001
44123900,16001
44129400,16001
44129900,16001
44130000,16001
44140000,16001
44151000,16001
44152000,16001
44160010,16001
44160090,16001
44170010,16001
44170020,16001
44170090,16001
44181000,16001
44182000,16001
44184000,16001
44185000,16001
44186000,16001
44187100,16001
44187200,16001
44187900,16001
44189000,16001
44190000,16001
44201000,16001
44209000,16001
44211000,16001
44219000,16001
45011000,16001
45019000,16001
45020000,16001
45031000,16001
45039000,16001
45041000,16001
45049000,16001
46012100,16001
46012200,16001
46012900,16001
46019200,16001
46019300,16001
46019400,16001
46019900,16001
46021100,16001
46021200,16001
46021900,16001
46029000,16001
47010000,17001
47020000,17001
47031100,17001
47031900,17001
47032100,17001
47032900,17001
47041100,17001
47041900,17001
47042100,17001
47042900,17001
47050000,17001
47061000,17001
47062000,17001
47063000,17001
47069100,17001
47069200,17001
47069300,17001
47071000,17002
47072000,17002
47073000,17002
47079000,17002
48010010,17002
48010090,17002
48021000,17002
48022010,17002
48022090,17002
48024010,17002
48024090,17002
48025410,17002
48025491,17002
48025499,17002
48025510,17002
48025591,17002
48025592,17002
48025599,17002
48025610,17002
48025691,17002
48025692,17002
48025693,17002
48025699,17002
48025710,17002
48025791,17002
48025792,17002
48025793,17002
48025799,17002
48025810,17002
48025891,17002
48025892,17002
48025899,17002
48026110,17002
48026191,17002
48026192,17002
48026199,17002
48026210,17002
48026291,17002
48026292,17002
48026299,17002
48026910,17002
48026991,17002
48026992,17002
48026999,17002
48030010,17002
48030090,17002
48041100,17002
48041900,17002
48042100,17002
48042900,17002
48043110,17002
48043190,17002
48043910,17002
48043990,17002
48044100,17002
48044200,17002
48044900,17002
48045100,17002
48045200,17002
48045910,17002
48045990,17002
48051100,17002
48051200,17002
48051900,17002
48052400,17002
48052500,17002
48053000,17002
48054010,17002
48054090,17002
48055000,17002
48059100,17002
48059210,17002
48059290,17002
48059300,17002
48061000,17002
48062000,17002
48063000,17002
48064000,17002
48070000,17002
48081000,17002
48082000,17002
48083000,17002
48084000,17002
48089000,17002
48092000,17002
48099000,17002
48101310,17002
48101381,17002
48101382,17002
48101389,17002
48101390,17002
48101410,17002
48101481,17002
48101482,17002
48101489,17002
48101490,17002
48101910,17002
48101981,17002
48101982,17002
48101989,17002
48101990,17002
48102210,17002
48102290,17002
48102910,17002
48102990,17002
48103110,17002
48103190,17002
48103210,17002
48103290,17002
48103910,17002
48103990,17002
48109210,17002
48109290,17002
48109910,17002
48109990,17002
48111010,17002
48111090,17002
48114110,17002
48114190,17002
48114910,17002
48114990,17002
48115110,17002
48115121,17002
48115122,17002
48115123,17002
48115128,17002
48115129,17002
48115130,17002
48115910,17002
48115921,17002
48115922,17002
48115923,17002
48115929,17002
48115930,17002
48116010,17002
48116090,17002
48119010,17002
48119090,17002
48120000,17002
48131000,17002
48132000,17002
48139000,17002
48141000,17002
48142000,17002
48149000,17002
48162000,17002
48169010,17002
48169090,17002
48171000,17002
48172000,17002
48173000,17002
48181000,17002
48182000,17002
48183000,17002
48184010,17002
48184020,17002
48184090,17002
48185000,17002
48189010,17002
48189090,17002
48191000,17002
48192000,17002
48193000,17002
48194000,17002
48195000,17002
48196000,17002
48201000,58001
48202000,17002
48203000,17002
48204000,17002
48205000,17002
48209000,17002
48211000,17002
48219000,17002
48221000,17002
48229000,17002
48232010,17002
48232091,17002
48232099,17002
48234000,17002
48236100,17002
48236900,17002
48237000,17002
48239010,17002
48239020,17002
48239091,17002
48239099,17002
49011000,58001
49019100,58001
49019900,58001
49021000,58001
49029000,58001
49030000,58001
49040000,58001
49051000,58001
49059100,58001
49059900,58001
49060000,71802
49070010,18001
49070020,18001
49070030,18001
49070090,18001
49081000,18001
49089000,18001
49090000,18001
49100000,18001
49111010,18001
49111090,18001
49119100,90801
49119900,18001
50010000,01921
50020000,13001
50030010,13001
50030090,13001
50040000,13001
50050000,13001
50060000,13001
50071010,13002
50071090,13002
50072010,13002
50072090,13002
50079000,13002
51011110,01921
51011190,01921
51011900,10911
51012100,13001
51012900,13001
51013000,13001
51021100,01921
51021900,01921
51022000,01921
51031000,13001
51032000,13001
51033000,13001
51040000,13001
51051000,13001
51052100,13001
51052910,13001
51052991,13001
51052999,13001
51053100,13001
51053900,13001
51054000,13001
51061000,13001
51062000,13001
51071011,13001
51071019,13001
51071090,13001
51072000,13001
51081000,13001
51082000,13001
51091000,13001
51099000,13001
51100000,13001
51111110,13002
51111120,13002
51111900,13002
51112000,13002
51113010,13002
51113090,13002
51119000,13002
51121100,13002
51121910,13002
51121920,13002
51122010,13002
51122020,13002
51123010,13002
51123020,13002
51129000,13002
51130011,13002
51130012,13002
51130013,13002
51130020,13002
52010010,01913
52010020,01913
52010090,01913
52021000,13001
52029100,13001
52029900,13001
52030000,13001
52041111,13001
52041112,13001
52041120,13001
52041131,13001
52041132,13001
52041140,13001
52041911,13001
52041912,13001
52041920,13001
52041931,13001
52041932,13001
52041940,13001
52042000,13001
52051100,13001
52051200,13001
52051310,13001
52051390,13001
52051400,13001
52051500,13001
52052100,13001
52052200,13001
52052310,13001
52052390,13001
52052400,13001
52052600,13001
52052700,13001
52052800,13001
52053100,13001
52053200,13001
52053300,13001
52053400,13001
52053500,13001
52054100,13001
52054200,13001
52054300,13001
52054400,13001
52054600,13001
52054700,13001
52054800,13001
52061100,13001
52061200,13001
52061300,13001
52061400,13001
52061500,13001
52062100,13001
52062200,13001
52062300,13001
52062400,13001
52062500,13001
52063100,13001
52063200,13001
52063300,13001
52063400,13001
52063500,13001
52064100,13001
52064200,13001
52064300,13001
52064400,13001
52064500,13001
52071000,13001
52079000,13001
52081100,13002
52081200,13002
52081300,13002
52081900,13002
52082100,13002
52082200,13002
52082300,13002
52082900,13002
52083100,13002
52083200,13002
52083300,13002
52083900,13002
52084100,13002
52084200,13002
52084300,13002
52084900,13002
52085100,13002
52085200,13002
52085910,13002
52085990,13002
52091100,13002
52091200,13002
52091900,13002
52092100,13002
52092200,13002
52092900,13002
52093100,13002
52093200,13002
52093900,13002
52094100,13002
52094210,13002
52094290,13002
52094300,13002
52094900,13002
52095100,13002
52095200,13002
52095900,13002
52101100,13002
52101910,13002
52101990,13002
52102100,13002
52102910,13002
52102990,13002
52103100,13002
52103200,13002
52103900,13002
52104100,13002
52104910,13002
52104990,13002
52105100,13002
52105910,13002
52105990,13002
52111100,13002
52111200,13002
52111900,13002
52112010,13002
52112020,13002
52112090,13002
52113100,13002
52113200,13002
52113900,13002
52114100,13002
52114210,13002
52114290,13002
52114300,13002
52114900,13002
52115100,13002
52115200,13002
52115900,13002
52121100,13002
52121200,13002
52121300,13002
52121400,13002
52121500,13002
52122100,13002
52122200,13002
52122300,13002
52122400,13002
52122500,13002
53011000,01916
53012110,13001
53012120,13001
53012910,13001
53012990,13001
53013000,13001
53021000,01916
53029000,13001
53031010,01916
53031090,02801
53039010,13001
