vert
0
11
101
478139
108
453170
510969
385652
123
60333
143
559481
145
544
583
1072
2108
49306
2115
2944
2945
3441
3445
4093
4650
4651
317529
477207
8282
8285
8293
8503
8592
8594
9105
9107
9231
9233
9675
9677
9781
9792
9849
454018
9851
10433
10435
10772
10948
11504
12054
12099
12282
12283
13202
73685
13256
381052
13325
13326
13428
13533
388612
13795
265672
13825
267522
15443
16589
18193
18873
18908
18925
20016
20715
20823
168850
20824
21315
21316
21768
22126
22165
23365
23366
23726
25369
25391
25392
25408
25421
25629
69743
25763
25765
27395
28668
28985
28986
29131
29302
214456
29334
29335
29444
29446
29473
30114
30115
30293
30363
30646
30672
32032
32081
32147
32148
33309
33311
33387
33468
33476
33502
33859
34234
34235
34355
34405
34406
34469
34470
34921
34922
35070
35071
35267
35268
35303
35304
35406
35411
36014
35870
35871
36015
36047
36048
36051
36053
36294
36295
36495
36505
36630
36631
36688
36690
36732
36733
36790
36848
36851
47908
37757
37917
38053
40249
38054
38239
38446
38545
38645
38647
48219
38887
38888
39066
39069
48208
39248
39266
296032
39406
39873
48687
39874
40067
40068
40248
41047
41048
41317
41320
48593
41324
41468
41469
41575
41579
47814
37548
41704
41822
42561
42562
43048
43049
43223
44109
44938
45097
45249
190965
46256
46958
47753
47754
47765
47766
47779
47786
47831
47841
47851
37391
37392
47879
47889
47897
47902
47910
47928
47937
47938
47949
47956
47959
47967
47972
47973
47982
48005
48008
48009
48014
48022
48023
37248
48045
48057
48060
48066
48092
48097
48098
48110
48125
48150
48166
48167
48180
48195
48218
48230
48244
48298
48364
48377
48378
48418
48426
48452
48489
48531
48572
48573
48579
48587
48613
48621
48622
48628
48655
48662
48676
48686
48704
48710
48724
48732
48747
48748
48758
48759
48770
48782
48796
48801
48811
48825
48835
48848
48857
48862
48871
48872
48894
48905
48913
48914
48938
48946
48982
48985
48986
48993
48996
48997
49025
49034
49044
49054
49055
49084
49085
49090
49103
49136
49144
49154
49166
49167
49191
49199
49210
49211
49221
49235
49236
49244
49259
49269
69718
49293
49296
49319
2114
49339
49340
49355
49372
49392
49417
49425
49447
49488
49493
49494
49500
49515
49526
49533
49534
49546
49557
49576
49591
49604
49611
49614
49653
49686
49702
69366
52261
52683
52706
53222
53861
54390
54404
54406
55302
55313
56762
55994
55995
56761
57594
57618
57681
57696
58574
58812
58813
58820
58821
58827
58849
59003
59601
59772
59852
59854
59869
59870
59873
59874
59886
59890
59912
59913
59916
60264
60283
60296
60302
60330
60419
60420
60427
60428
60445
61481
61717
61939
61940
62133
62311
62317
62318
63478
20716
66901
68675
68676
68752
68819
68767
68787
68801
68814
68834
68865
68886
68934
68945
68960
243005
69199
345560
69200
69257
69302
69363
69376
69392
474290
69775
70574
70867
71004
71154
71168
71176
71186
71198
71723
71741
71742
71757
71762
71780
71839
71875
72330
67815
251744
77622
77739
77884
78025
78132
78164
78217
78546
78605
78697
78699
78753
79020
79022
79307
36850
79364
41576
79664
79667
82394
83128
86282
86483
86580
88803
88959
89181
25539
25538
89482
86481
89652
90616
93106
93688
94078
99997
96774
98396
102344
310242
103774
104904
92658
108211
111802
111805
112687
112791
124224
112792
115509
115560
121151
122811
124995
127485
129698
130262
131517
131982
132897
133394
134100
137077
408173
137078
137201
138905
139167
139417
140000
140267
140900
142043
142044
142048
142172
142173
142229
143093
143100
143106
143112
143120
144468
144474
144993
145261
38644
148727
150174
150176
151024
152100
171874
154378
154816
154817
156184
156974
157432
157887
158605
159051
159076
159845
162091
162583
163273
165423
166275
166281
166286
166293
166574
166812
167321
172389
172392
172396
173084
173103
33466
174482
176560
176620
176699
25764
178785
179324
179675
180607
180610
182152
182485
182486
185077
185875
186784
187242
187798
188905
189554
189590
190967
191958
192012
193020
193763
194168
194952
194739
194821
194950
195308
360061
356380
195682
196036
198595
572524
198808
199070
199445
200457
200459
200818
200831
201198
201832
203002
203888
27408
204353
205685
205983
206080
206807
207397
208900
211609
212054
212317
212512
215463
215465
215890
215892
216001
216021
216023
216074
216076
216232
216473
216637
216639
216723
216827
216922
216924
217042
217404
219210
220593
221702
222343
223579
225116
225181
225562
229523
229530
230413
231747
225564
232096
238388
242065
242156
242358
36852
243555
71003
36849
250716
41322
252639
253878
256219
257863
69403
261881
261883
262396
262398
263059
264173
265101
267064
267065
267521
268985
269709
269825
269915
272220
272232
274429
274551
275326
276175
276547
280525
280700
281256
281881
281909
284204
284745
285325
287660
287719
287759
288111
289968
289969
290008
291349
291375
291903
292989
294282
294638
294641
296843
297978
300045
301428
301990
302260
302697
303888
304265
304934
304951
306190
306567
307268
308531
312787
312841
313430
314984
319251
